ResponseId,condition,choice_set,choice_set_size,choice,scale_target_normalized
R_Dr7ghnnEWsYo3GV,control,DEF,p,1,0.2
R_1QEiJDA1ARhyt9R,control,DEF,p,1,0.785714286
R_3h4JDxnBggPH709,dominant_beginning,DEF,p,0,0.184210526
R_31S2F0a6a81RN6j,control,DEF,p,1,0.945945946
R_1pQYbf5uLC6KM7I,control,DEF,p,1,0.485294118
R_3IVJzMxcGvkbgVg,control,DEF,p,0,0.555555556
R_1DHGvGEXnil1wWc,dominant_beginning,DEF,p,1,0.75
R_3yfVqLL9jHdGp6V,control,DEF,p,0,0.479452055
R_6x0GNdgQiFKoU0h,control,DEF,p,0,0.421052632
R_2fEdUu8IIeRnMlh,dominant_beginning,DEF,p,1,0.333333333
R_3q9l3lMYGRoVpWP,control,DEF,p,1,0.285714286
R_1nV02RZIHWQNMmF,dominant_beginning,DEF,p,1,0
R_1Ouvwu0DTZKS9aS,dominant_beginning,DEF,p,0,0.337662338
R_2tbwpZ43erNnQvP,dominant_beginning,DEF,p,1,0.51
R_6wZzr0FlofzwC09,control,DEF,p,0,0.642857143
R_1mQ2Vagltp8fpjG,dominant_beginning,DEF,p,0,0.022222222
R_2SGj9THWiTMLkfx,dominant_beginning,DEF,p,0,0.066666667
R_pc2DIXHOwTs4iCR,dominant_beginning,DEF,p,0,0.08974359
R_3jUQi0St550FLAg,control,DEF,p,1,0.85
R_2zkmoG0m2Uw1QHu,control,DEF,p,0,0.27
R_2xynQ9NsNiMeEgH,control,DEF,p,1,0.756097561
R_3lya0a2duUPGeJ3,dominant_beginning,DEF,p,0,0.41
R_2EhHSW1BIRAf9aZ,control,DEF,p,1,0.701754386
R_3EnZzwKnTbjqKKn,dominant_beginning,DEF,p,1,0.342105263
R_2wb1gFtkikGtAeb,control,DEF,p,0,0.689655172
R_2wNQWabzZm5HT5V,control,DEF,p,0,0
R_bEJvH1PqUntuZ21,dominant_beginning,DEF,t,0,0.173913043
R_3ps5zBMOBuoweXk,dominant_beginning,DEF,t,0,0
R_25Ld7Y8uFE4O9dG,control,DEF,t,0,0.513513514
R_AiyfFOOrpZQ7ZKN,control,DEF,t,1,0.657894737
R_246qGAME62MghoJ,dominant_beginning,DEF,t,1,1
R_24ld5OMDM3uoJXm,control,DEF,t,0,0.644067797
R_3qkus3rl9XWKPhs,control,DEF,t,0,0
R_3CNPxh1Gsr5hVAu,dominant_beginning,DEF,t,1,1
R_3nd8EVTt9aYSUL6,dominant_beginning,DEF,t,0,0.666666667
R_2ckJzAxvCkZReoo,control,DEF,t,1,0.66
R_pzzwllZNsFS5Adz,dominant_beginning,DEF,t,1,0.233333333
R_3M5TG4rNolpDB97,control,DEF,t,0,0.45
R_301rZUYeQabFR7h,dominant_beginning,DEF,t,0,0.593023256
R_2ePES3X4gqSg0Ho,control,DEF,t,0,0.195121951
R_2xKt99tjKnVH2Le,control,DEF,t,0,0.58
R_2dGsXvfCjOzgPvo,control,DEF,t,0,0.6
R_2PkgreaGqMRaEuG,control,DEF,t,1,1
R_3h0CRUSjyp8wnKG,control,DEF,t,1,0
R_3hsHrTm67tuRArj,control,DEF,t,0,0.459459459
R_2WDaPPjgUSXog3h,dominant_beginning,DEF,t,1,0.675
R_1C8UoEbyrLlww86,dominant_beginning,DEF,t,0,0
R_3PSMxoIzxhwnhce,dominant_beginning,DEF,t,1,0.9
R_24LW063hN5vdErU,control,DEF,t,1,0.691176471
R_3qldPXoKOQYkBXc,dominant_beginning,DEF,t,0,0
R_31TnVADhZvzuV3a,dominant_beginning,DEF,t,1,0.5
R_2zcrCuy7NJMkCNR,dominant_beginning,DEF,t,0,0.8
R_2bj5ReuCBlU3t3X,dominant_beginning,DEF,t,1,0.866666667
R_21tekv6khNDd5ke,dominant_beginning,DEF,t,1,0.5
R_3qduJL7YDiIDcAX,control,DEF,t,1,0.610526316
R_2PhWV03pugIQVSj,control,DEF,t,1,0.830769231
R_2R8iZo7nWGnHbaS,dominant_beginning,DEF,t,1,0.714285714
R_2aCmDSaHbZH53Ox,control,DEF,t,1,0.775
R_cxanghBnXxEUnpD,dominant_beginning,DEF,t,0,0.492063492
R_3n6gg7jJo8f3ida,dominant_beginning,DEF,t,1,0.7
R_UtJlvnoDVTMNJ1D,control,DEF,t,1,0.65
R_22VAiGXf087pJ2J,control,DEF,t,0,0.615384615
R_yrVGScyLvTjFWlH,dominant_beginning,DEF,t,1,0.25
R_Xo0o5Qm0om9o2KR,control,DEF,t,0,0
R_27366ooVt1rKjX7,dominant_beginning,DEF,t,1,0.642857143
R_3KDxQhJ3CRoJm4F,dominant_beginning,DEF,t,1,0.727272727
R_1rNRZNvIhUslVW4,control,DEF,t,1,0.5
R_2ZQ3VXtwJ3IQjpj,dominant_beginning,DEF,t,0,0
R_pclpfu26eGQGp7H,control,DEF,t,1,1
R_2Eu9xLUDO96V7sp,control,DEF,t,0,0
R_3dR1OGSWNuc1clN,control,DEF,t,1,0.225806452
R_3GpNHmkqo63Vg4O,control,DEF,t,0,0
R_ALl1aEvplNMbOXn,dominant_beginning,DEF,t,1,0.61038961
R_339lidDQ8RRCKzT,control,DEF,t,0,0.489795918
R_1pEENKxrsvrlevr,dominant_beginning,DEF,t,0,0.4375
R_3exWFRTMv3DZgDK,dominant_beginning,DEF,t,0,0.616438356
R_2eb4JvsBASC7Nl6,dominant_beginning,DEF,t,1,0.775
R_1jKaTUSevNRS6as,dominant_beginning,DEF,t,1,0.950819672
R_3FUJ8B8gfeLpoBg,dominant_beginning,DEF,t,1,0.8
R_23WYh90dDSjcmce,control,DEF,t,1,0.952380952
R_2SCwo8VInWzGZiM,control,DEF,t,0,0.796610169
R_29ttE1C4MwK0t4o,control,DEF,t,0,0.4
R_3OeIUR8Uqg2k7KN,control,DEF,t,1,0.826086957
R_3nlt62hm6VB6SRd,dominant_beginning,DEF,t,1,0.5
R_11Zv5bXmsyS4sFM,control,DEF,t,1,0.895348837
R_1ZjGj92GqgXo0x3,dominant_beginning,DEF,t,0,0.270833333
R_2aglsOuLEimrFg8,control,DEF,t,0,0.013333333
R_1Imlb4ILHGp7R2U,dominant_beginning,DEF,t,1,1
R_VULfaZLlKvk4wI9,control,DEF,t,1,0.5
R_1j7yGg1gl0DU2Sv,control,DEF,t,0,0.803571429
R_1it9CQhr3c9vFWX,control,DEF,t,1,0.594594595
R_3J8mXYru5PZJO7u,dominant_beginning,DEF,t,1,0.58
R_3dFygFHuPaeJIJF,dominant_beginning,DEF,t,0,0.64
R_tMxeOMmezQx0Bvb,control,DEF,t,1,0.755102041
R_2v62uXTWPkUs7HU,dominant_beginning,DEF,t,1,1
R_qC4utsXyP0G0AiB,dominant_beginning,DEF,t,1,0.714285714
R_1nTSCWByHUxT1uS,control,DEF,t,0,0.666666667
R_b3ZPZQ657Yd6POF,dominant_beginning,DEF,t,1,0.37037037
R_1jWo5N8OZmqkQFC,control,DEF,t,1,0.1
R_1cSKQ0DUQw6dAMb,dominant_beginning,DEF,t,0,0
R_UmEgAWE7U9tqk7f,dominant_beginning,DEF,t,1,0.5
R_2wAGg9frecw9C6F,control,DEF,t,0,0.666666667
R_SOAwEVLmLOHy0ud,dominant_beginning,DEF,t,1,0.743243243
R_2ZKaogRiJvg2Fhp,control,DEF,t,1,0.902439024
R_3DtH4AFkmiz1A9C,control,DEF,t,1,0
R_55TiYX73WUus2Pf,control,DEF,t,1,0.725490196
R_1QGfT248YpkWRBh,dominant_beginning,DEF,t,1,0.608695652
R_21AjhQYuChInBb0,dominant_beginning,DEF,t,1,1
R_25RQkgRZj0Sp6Qe,control,DEF,t,1,0.583333333
R_1eIYgrt8K8Eb6uD,dominant_beginning,DEF,t,1,0.814814815
R_1DNetI6AoQ001f5,dominant_beginning,DEF,t,1,0.602272727
R_tL3HyI5goHjvcL7,dominant_beginning,DEF,t,1,0.428571429
R_bEJvH1PqUntuZ21,dominant_beginning,D'E'F',p,1,0.869565217
R_3ps5zBMOBuoweXk,dominant_beginning,D'E'F',p,1,1
R_25Ld7Y8uFE4O9dG,control,D'E'F',p,1,0.5
R_AiyfFOOrpZQ7ZKN,control,D'E'F',p,1,0.855263158
R_246qGAME62MghoJ,dominant_beginning,D'E'F',p,1,1
R_24ld5OMDM3uoJXm,control,D'E'F',p,1,0.745762712
R_3qkus3rl9XWKPhs,control,D'E'F',p,0,0
R_3CNPxh1Gsr5hVAu,dominant_beginning,D'E'F',p,1,1
R_3nd8EVTt9aYSUL6,dominant_beginning,D'E'F',p,1,0.8
R_2ckJzAxvCkZReoo,control,D'E'F',p,1,0.9
R_pzzwllZNsFS5Adz,dominant_beginning,D'E'F',p,0,0.688888889
R_3M5TG4rNolpDB97,control,D'E'F',p,1,0.75
R_301rZUYeQabFR7h,dominant_beginning,D'E'F',p,1,0.813953488
R_2ePES3X4gqSg0Ho,control,D'E'F',p,1,1
R_2xKt99tjKnVH2Le,control,D'E'F',p,1,0.68
R_2dGsXvfCjOzgPvo,control,D'E'F',p,1,1
R_2PkgreaGqMRaEuG,control,D'E'F',p,1,0
R_3h0CRUSjyp8wnKG,control,D'E'F',p,1,0.538461538
R_3hsHrTm67tuRArj,control,D'E'F',p,1,0.864864865
R_2WDaPPjgUSXog3h,dominant_beginning,D'E'F',p,1,0.575
R_1C8UoEbyrLlww86,dominant_beginning,D'E'F',p,1,1
R_3PSMxoIzxhwnhce,dominant_beginning,D'E'F',p,1,0.97
R_24LW063hN5vdErU,control,D'E'F',p,1,0.691176471
R_3qldPXoKOQYkBXc,dominant_beginning,D'E'F',p,1,0.020408163
R_31TnVADhZvzuV3a,dominant_beginning,D'E'F',p,1,1
R_2zcrCuy7NJMkCNR,dominant_beginning,D'E'F',p,1,0.8
R_2bj5ReuCBlU3t3X,dominant_beginning,D'E'F',p,0,0.533333333
R_21tekv6khNDd5ke,dominant_beginning,D'E'F',p,1,0.5
R_3qduJL7YDiIDcAX,control,D'E'F',p,1,0.536842105
R_2PhWV03pugIQVSj,control,D'E'F',p,1,0.707692308
R_2R8iZo7nWGnHbaS,dominant_beginning,D'E'F',p,1,0.857142857
R_2aCmDSaHbZH53Ox,control,D'E'F',p,0,0.225
R_cxanghBnXxEUnpD,dominant_beginning,D'E'F',p,1,1
R_3n6gg7jJo8f3ida,dominant_beginning,D'E'F',p,1,0.45
R_UtJlvnoDVTMNJ1D,control,D'E'F',p,1,0.5
R_22VAiGXf087pJ2J,control,D'E'F',p,1,1
R_yrVGScyLvTjFWlH,dominant_beginning,D'E'F',p,0,0
R_Xo0o5Qm0om9o2KR,control,D'E'F',p,1,0.4
R_27366ooVt1rKjX7,dominant_beginning,D'E'F',p,1,0.714285714
R_3KDxQhJ3CRoJm4F,dominant_beginning,D'E'F',p,1,0.585858586
R_1rNRZNvIhUslVW4,control,D'E'F',p,0,0.5
R_2ZQ3VXtwJ3IQjpj,dominant_beginning,D'E'F',p,1,0.545454545
R_pclpfu26eGQGp7H,control,D'E'F',p,1,1
R_2Eu9xLUDO96V7sp,control,D'E'F',p,1,0.473684211
R_3dR1OGSWNuc1clN,control,D'E'F',p,1,0.580645161
R_3GpNHmkqo63Vg4O,control,D'E'F',p,1,0
R_ALl1aEvplNMbOXn,dominant_beginning,D'E'F',p,1,0.792207792
R_339lidDQ8RRCKzT,control,D'E'F',p,1,1
R_1pEENKxrsvrlevr,dominant_beginning,D'E'F',p,1,1
R_3exWFRTMv3DZgDK,dominant_beginning,D'E'F',p,1,0.97260274
R_2eb4JvsBASC7Nl6,dominant_beginning,D'E'F',p,1,0.65
R_1jKaTUSevNRS6as,dominant_beginning,D'E'F',p,1,0.836065574
R_3FUJ8B8gfeLpoBg,dominant_beginning,D'E'F',p,1,0.4
R_23WYh90dDSjcmce,control,D'E'F',p,1,0.952380952
R_2SCwo8VInWzGZiM,control,D'E'F',p,1,0.881355932
R_29ttE1C4MwK0t4o,control,D'E'F',p,1,0.63
R_3OeIUR8Uqg2k7KN,control,D'E'F',p,1,0.913043478
R_3nlt62hm6VB6SRd,dominant_beginning,D'E'F',p,1,0.55
R_11Zv5bXmsyS4sFM,control,D'E'F',p,1,0.906976744
R_1ZjGj92GqgXo0x3,dominant_beginning,D'E'F',p,1,0.5
R_2aglsOuLEimrFg8,control,D'E'F',p,1,1
R_1Imlb4ILHGp7R2U,dominant_beginning,D'E'F',p,1,1
R_VULfaZLlKvk4wI9,control,D'E'F',p,1,0.842105263
R_1j7yGg1gl0DU2Sv,control,D'E'F',p,1,0.892857143
R_1it9CQhr3c9vFWX,control,D'E'F',p,1,0.743243243
R_3J8mXYru5PZJO7u,dominant_beginning,D'E'F',p,1,0.7
R_3dFygFHuPaeJIJF,dominant_beginning,D'E'F',p,1,0.706666667
R_tMxeOMmezQx0Bvb,control,D'E'F',p,1,0.744897959
R_2v62uXTWPkUs7HU,dominant_beginning,D'E'F',p,0,0.909090909
R_qC4utsXyP0G0AiB,dominant_beginning,D'E'F',p,0,0.5
R_1nTSCWByHUxT1uS,control,D'E'F',p,1,0.933333333
R_b3ZPZQ657Yd6POF,dominant_beginning,D'E'F',p,1,0.925925926
R_1jWo5N8OZmqkQFC,control,D'E'F',p,0,0
R_1cSKQ0DUQw6dAMb,dominant_beginning,D'E'F',p,1,1
R_UmEgAWE7U9tqk7f,dominant_beginning,D'E'F',p,1,0.642857143
R_2wAGg9frecw9C6F,control,D'E'F',p,1,0.666666667
R_SOAwEVLmLOHy0ud,dominant_beginning,D'E'F',p,0,0.283783784
R_2ZKaogRiJvg2Fhp,control,D'E'F',p,1,0.707317073
R_3DtH4AFkmiz1A9C,control,D'E'F',p,1,0
R_55TiYX73WUus2Pf,control,D'E'F',p,1,0.588235294
R_1QGfT248YpkWRBh,dominant_beginning,D'E'F',p,1,0.608695652
R_21AjhQYuChInBb0,dominant_beginning,D'E'F',p,1,1
R_25RQkgRZj0Sp6Qe,control,D'E'F',p,1,0.583333333
R_1eIYgrt8K8Eb6uD,dominant_beginning,D'E'F',p,1,0.962962963
R_1DNetI6AoQ001f5,dominant_beginning,D'E'F',p,1,0.75
R_tL3HyI5goHjvcL7,dominant_beginning,D'E'F',p,1,0.571428571
R_3dLjggxT44DM5NE,dominant_beginning,D'E'F',t,0,0.903225806
R_3rIAcYnpV1OMqMk,control,D'E'F',t,1,0.729166667
R_PN8ceaaaeZ7moLf,control,D'E'F',t,1,1
R_1oB8w0oxIgaQFNg,dominant_beginning,D'E'F',t,1,0.323529412
R_1JLOreXg51KQmgv,dominant_beginning,D'E'F',t,1,0.961538462
R_2EfM44qEPUrVuFB,dominant_beginning,D'E'F',t,1,0
R_1EcI60OirmlHULP,control,D'E'F',t,1,0.770833333
R_1M6XeJalOhXMkhg,control,D'E'F',t,1,1
R_31LwKeLqsoe2NYU,dominant_beginning,D'E'F',t,1,0.68
R_1hzBIerjDe6nxvS,control,D'E'F',t,1,1
R_eFLpWZzDhttgWNX,dominant_beginning,D'E'F',t,1,0.58490566
R_STqwILAZm6UNuIp,control,D'E'F',t,1,0.642857143
R_UyCvSfnyQ0bE3kt,dominant_beginning,D'E'F',t,1,1
R_3Jx51wrTp6X7lXt,control,D'E'F',t,1,0.058823529
R_1E1fEnLGw0zr9aO,dominant_beginning,D'E'F',t,1,0.72
R_3JiuLgVBASGEtR7,control,D'E'F',t,1,0.75
R_2ZCheT1jGfrMSeP,dominant_beginning,D'E'F',t,1,0.647058824
R_1hzpJEwwjEo70Jj,control,D'E'F',t,1,1
R_1loarSEVHgPg6DR,control,D'E'F',t,1,1
R_1kRKAesrp0LP54M,dominant_beginning,D'E'F',t,1,0.666666667
R_29yS2tlKJKQuPbH,dominant_beginning,D'E'F',t,1,0.46031746
R_1dghBaICwVl0aKy,control,D'E'F',t,1,1
R_1jTi8bTFyyfKkuS,control,D'E'F',t,1,0
R_12gqjvqsEiGGJz5,control,D'E'F',t,1,0.791666667
R_1mkPZDYKkbtLkeI,dominant_beginning,D'E'F',t,1,0.753623188
R_2uxhDi8PYJ5t5QT,dominant_beginning,D'E'F',t,1,0.75
R_3nMg0W32jN36jGj,control,D'E'F',t,1,0.891304348
R_3fBNdATtTkRcK25,control,D'E'F',t,1,0.661016949
R_2Pdvsk3VsezkC5B,dominant_beginning,D'E'F',t,1,1
R_2qxWzFoE9zblVtU,dominant_beginning,D'E'F',t,1,0.597402597
R_12QlhhGsZokVgCw,dominant_beginning,D'E'F',t,1,0.642857143
R_1Cw0s5RkAIY2NlF,dominant_beginning,D'E'F',t,1,0
R_1GPMQY7cxvrggId,control,D'E'F',t,0,1
R_72MAwRdsqWk3KSZ,control,D'E'F',t,1,0.985915493
R_4SnzRBNa2qoloJj,dominant_beginning,D'E'F',t,1,0.765306122
R_tDUmFarygDf5BVD,control,D'E'F',t,1,1
R_3oT54gLG6akmpXN,dominant_beginning,D'E'F',t,1,0.285714286
R_2bQw5Un8bqdImXt,control,D'E'F',t,1,1
R_29miJJJp9CDQg56,control,D'E'F',t,1,0.774193548
R_3F2N0xlVxweWfys,control,D'E'F',t,1,0.529411765
R_VUtMBUhqU1uJkAh,dominant_beginning,D'E'F',t,0,1
R_2fCo0DXOzMoIC1i,control,D'E'F',t,1,1
R_1IxSSa8JcaM3t6a,dominant_beginning,D'E'F',t,1,0.489795918
R_Zml5URh1RnUxaox,dominant_beginning,D'E'F',t,1,0.853333333
R_31pfnw1EHfepEbX,control,D'E'F',t,1,0
R_0fiuOfx8gxD9c9b,dominant_beginning,D'E'F',t,1,0.702702703
R_1f7OqeT3x8bR4CL,dominant_beginning,D'E'F',t,1,1
R_3nuEIOZT1T5aNdL,dominant_beginning,D'E'F',t,1,0.693877551
R_22xY0hHixfik8UL,dominant_beginning,D'E'F',t,1,1
R_20SahryXkTLeRhg,control,D'E'F',t,1,0.692307692
R_2w4V6I4pF05HCWh,control,D'E'F',t,1,0.666666667
R_2qydPly5IEwYh7F,control,D'E'F',t,1,0
R_2bNKLoAEiSBBkaY,dominant_beginning,D'E'F',t,1,0.535353535
R_1n6Dh52Ez3sNAd6,dominant_beginning,D'E'F',t,1,0.964285714
R_1hXCM79MlRtzcn8,control,D'E'F',t,1,0
R_2b0L3BD4j22BwTa,dominant_beginning,D'E'F',t,1,0.272727273
R_Dr7ghnnEWsYo3GV,control,D'E'F',t,0,0.066666667
R_1QEiJDA1ARhyt9R,control,D'E'F',t,1,0.755102041
R_3h4JDxnBggPH709,dominant_beginning,D'E'F',t,1,1
R_31S2F0a6a81RN6j,control,D'E'F',t,1,0.810810811
R_1pQYbf5uLC6KM7I,control,D'E'F',t,1,1
R_3IVJzMxcGvkbgVg,control,D'E'F',t,1,0.833333333
R_1DHGvGEXnil1wWc,dominant_beginning,D'E'F',t,1,0.75
R_3yfVqLL9jHdGp6V,control,D'E'F',t,1,0.602739726
R_6x0GNdgQiFKoU0h,control,D'E'F',t,1,0.842105263
R_2fEdUu8IIeRnMlh,dominant_beginning,D'E'F',t,0,0.333333333
R_3q9l3lMYGRoVpWP,control,D'E'F',t,1,0.489795918
R_1nV02RZIHWQNMmF,dominant_beginning,D'E'F',t,1,1
R_1Ouvwu0DTZKS9aS,dominant_beginning,D'E'F',t,1,0.662337662
R_2tbwpZ43erNnQvP,dominant_beginning,D'E'F',t,0,0.78
R_6wZzr0FlofzwC09,control,D'E'F',t,1,0.857142857
R_1mQ2Vagltp8fpjG,dominant_beginning,D'E'F',t,1,0.955555556
R_2SGj9THWiTMLkfx,dominant_beginning,D'E'F',t,1,0.911111111
R_pc2DIXHOwTs4iCR,dominant_beginning,D'E'F',t,1,1
R_3jUQi0St550FLAg,control,D'E'F',t,1,0.85
R_2zkmoG0m2Uw1QHu,control,D'E'F',t,1,0.66
R_2xynQ9NsNiMeEgH,control,D'E'F',t,1,0.926829268
R_3lya0a2duUPGeJ3,dominant_beginning,D'E'F',t,1,0.77
R_2EhHSW1BIRAf9aZ,control,D'E'F',t,1,0.421052632
R_3EnZzwKnTbjqKKn,dominant_beginning,D'E'F',t,1,0.157894737
R_2wb1gFtkikGtAeb,control,D'E'F',t,1,1
R_2wNQWabzZm5HT5V,control,D'E'F',t,1,1
