ResponseId,condition,choice_set,choice_set_size,choice,scale_target_normalized
R_2X0tCji3HMSSIZv,extreme_beginning,ABC,t,0,0.8
R_dmwxDDId9vJJ20x,control,ABC,t,0,0.533333333
R_08871c0xcUKCpEJ,extreme_middle,ABC,t,1,1
R_Y2ZEXyrbahkkyuB,extreme_beginning,ABC,t,0,1
R_1fZP66sxor6EhvJ,extreme_middle,ABC,t,0,0.761904762
R_1NkqSzdtDc6w6NJ,extreme_beginning,ABC,t,1,0
R_p4ufO27aSNJdPMZ,extreme_middle,ABC,t,0,1
R_3dDGywl7W8AZOfm,extreme_middle,ABC,t,0,0.5
R_3DjqYPZdzryQktG,control,ABC,t,1,0.589285714
R_2PtGmoMwW1aM1Lb,extreme_beginning,ABC,t,0,0.677419355
R_RboI5615VURlmb7,control,ABC,t,1,0
R_vleGDbFAhsBz8OZ,extreme_middle,ABC,t,0,0.378378378
R_2f8KYp6KmTPd5ZH,extreme_beginning,ABC,t,0,0
R_2BbA7jo8IJdPEcI,extreme_middle,ABC,t,0,0.708333333
R_3KrvFlAlbApwRul,extreme_beginning,ABC,t,0,0.26
R_2t6i0fxaM6BGTJV,extreme_middle,ABC,t,0,0.152173913
R_2cth9TMZZEiEcB2,extreme_beginning,ABC,t,0,0.65
R_33C3dtuOPCt1y4B,extreme_middle,ABC,t,0,0.660377358
R_1kFB24JmqeZtmkW,extreme_beginning,ABC,t,0,0
R_1eDn5iJQq9gcecz,control,ABC,t,0,0.849056604
R_31bxKZ2s3Q2Ire0,extreme_middle,ABC,t,1,0.413793103
R_115922OOE2NtOc6,extreme_beginning,ABC,t,1,1
R_2ePZ5v1BJwU99nq,extreme_beginning,ABC,t,0,0.405405405
R_rjoxQ1HPFSj7u49,extreme_middle,ABC,t,0,0.489361702
R_2rBgSKf1EXJVmpN,control,ABC,t,0,0
R_1PemwnzOpBD4rgw,extreme_middle,ABC,t,0,1
R_1jAL8OBPmuXuZ1O,extreme_beginning,ABC,t,0,0.25
R_1LiXlWUE8O5wniN,control,ABC,t,0,0.333333333
R_2aP0txvbRjpK6LE,extreme_middle,ABC,t,1,1
R_2fBZNjfoGe1pYep,control,ABC,t,0,0.6
R_RC6zyQWFmnlUupX,extreme_beginning,ABC,t,0,0.1
R_SAY92XgrT3duS7D,extreme_middle,ABC,t,0,0.264705882
R_3nl5bHZrCj9fnol,extreme_middle,ABC,t,0,0
R_1kTAE1CCDW1zk9I,extreme_beginning,ABC,t,0,0.424242424
R_2CPJL1MKUZWoqmT,extreme_beginning,ABC,t,0,0.75
R_12SijG3sohMsGLN,extreme_middle,ABC,t,0,0.923076923
R_3ptKeBigOJrxIoi,extreme_middle,ABC,t,0,0.717391304
R_1eXZyz8yQABnqM2,control,ABC,t,1,0.672413793
R_1LHGgZDcm4GUMa6,extreme_beginning,ABC,t,0,0.666666667
R_3iILvp8hyMG29Uo,extreme_beginning,ABC,t,0,0.766666667
R_VPz9IuygCg123N7,extreme_beginning,ABC,t,0,0.194444444
R_1rAISPUBdXPpNzR,extreme_middle,ABC,t,0,1
R_3dSQsPe5eTYxmVR,control,ABC,t,1,0
R_2azU06Q49wxS2XV,extreme_middle,ABC,t,1,0.844444444
R_1JIRjgAqwX3OhGf,extreme_beginning,ABC,t,0,0
R_3hmRb0WvZwQgmsv,extreme_beginning,ABC,t,0,0.563636364
R_2UViJAUEbyaZ6Wp,control,ABC,t,1,0.658536585
R_2E0L3aVGjT8Yx3q,extreme_beginning,ABC,t,0,0.866666667
R_1l4WYOYoq8CFprF,control,ABC,t,0,0
R_1QmzzOdCuki2LFC,extreme_middle,ABC,t,0,0.342105263
R_1OoxpaLpeTpMmKI,extreme_middle,ABC,t,0,0.714285714
R_A0uec2hntQgSlmV,extreme_beginning,ABC,t,0,0.02173913
R_AmQOTiViZ31OZ4B,extreme_beginning,ABC,t,0,0.657534247
R_3elu6faNRM2M04c,control,ABC,t,1,0.740740741
R_3FXuLN1xTt6cXeh,extreme_beginning,ABC,t,0,0.114285714
R_ZpIMowiEXUxIRpv,extreme_beginning,ABC,t,0,0.444444444
R_R4zSs0Ksq5RRtXH,extreme_middle,ABC,t,0,0.27
R_2fxnC7VwrpAYGlH,control,ABC,t,1,0.76
R_2aazcAyTuU1Dzap,extreme_middle,ABC,t,0,0.020833333
R_3peSzdYRWmiARYz,extreme_middle,ABC,t,0,0.6
R_2aM6kv53ztbpXyw,control,ABC,t,0,0.405405405
R_3ebkSHwcSRnt4Kz,extreme_middle,ABC,t,0,0
R_3D0hfstFhexVPfX,extreme_beginning,ABC,t,1,0.54
R_3rM7SsBKKknMRPK,extreme_middle,ABC,t,1,0
R_QmR5MNwlTaRNQIN,extreme_beginning,ABC,t,0,0.279069767
R_O74IFS2VSY716Lf,control,ABC,t,1,0.619047619
R_bHKEU6zXZR4m2YN,extreme_middle,ABC,t,0,0.405405405
R_1Cvel0pKdHpF6cI,extreme_beginning,ABC,t,0,0.597402597
R_yOMFo3nSPkKNp1T,extreme_beginning,ABC,t,1,0.397260274
R_3OePP9sLwTMxYfO,extreme_middle,ABC,t,1,0.722222222
R_1cSyWcDg7YmXYL8,extreme_middle,ABC,t,0,0
R_zcGf4NDpkdtwmCR,extreme_beginning,ABC,t,0,0
R_20uprynKWoZhQVb,control,ABC,t,1,0.698630137
R_2dFx1VrKSccIlOF,extreme_middle,ABC,t,0,0.611764706
R_3noyWd6q3ziZZ0i,control,ABC,t,1,0.625
R_11ZaSthoaP2jbDu,extreme_beginning,ABC,t,0,0
R_3Mb31cweGMJLsxL,extreme_beginning,ABC,t,0,1
R_3OlyTgfgAIsEYaF,extreme_middle,ABC,t,1,0
R_2txredQQ8v4QKNn,control,ABC,t,1,1
R_2EzTlfNcmkFV0rP,extreme_beginning,ABC,t,0,0.348837209
R_27xkKk0jmTopkXs,extreme_beginning,ABC,t,0,0.571428571
R_ApnOdjKL0EY5UD7,extreme_middle,ABC,t,0,0
R_PYEXvce2zz1Vuud,extreme_middle,ABC,t,0,0.378378378
R_2Eu8zwJvTENiCes,extreme_beginning,ABC,t,1,0
R_3ptpQqAilIWLKNV,control,ABC,t,0,1
R_3nwP1wDUUC5PJRk,extreme_middle,ABC,t,0,0.026666667
R_2qaO5WBJH8QdzPR,extreme_beginning,ABC,t,0,1
R_paVvs3seDUerjP3,extreme_beginning,ABC,t,0,0
R_1ovS0lSfi8HGwcx,extreme_middle,ABC,t,1,0.583333333
R_2dKHqgYD3IC4jaE,extreme_middle,ABC,t,0,0
R_uyoStRhD1luL1Zv,extreme_beginning,ABC,t,0,0
R_1FG9ipFbPTm5L2N,control,ABC,t,1,0.464285714
R_27DrEAOAsYZGycK,control,ABC,t,0,0.4
R_sX901zkz5coDeQp,extreme_middle,ABC,t,0,1
R_DOHrR5pngZv0jT3,extreme_beginning,ABC,t,0,0.602040816
R_1NrG4QDITrefyxv,extreme_beginning,ABC,t,0,0.56043956
R_QaiDsq66bGVWi7T,extreme_middle,ABC,t,0,0
R_4PImmdaPRuCyIyR,control,ABC,t,1,0.523809524
R_1IauLGKI4jN9Lke,extreme_middle,ABC,t,0,0.25
R_2dK2A3ebPmV3UnA,extreme_beginning,ABC,t,0,0.711111111
R_2aRf9RaDEhf0sdj,extreme_middle,ABC,t,0,0.71875
R_1NaAF0HluXYXMeA,control,A'B'C',p,0,1
R_2dg4sZFd2KCEISv,extreme_middle,A'B'C',p,1,0.378378378
R_23ajcBd4EYoOkov,extreme_beginning,A'B'C',p,1,0.775510204
R_3j73QltNY1z0lCr,extreme_middle,A'B'C',p,1,0.639175258
R_1d5OhZk0PKf8wUN,control,A'B'C',p,1,1
R_RKpbYt2LZ3CB6rT,control,A'B'C',p,1,1
R_2fJLJaf4Ak5VbT8,extreme_beginning,A'B'C',p,1,0.5
R_3PMqf0WEgB3nCOa,extreme_beginning,A'B'C',p,1,0.742268041
R_3MsM877l1jwJdWA,extreme_middle,A'B'C',p,1,0
R_2qrQImeQMYskCWw,extreme_middle,A'B'C',p,1,0.681818182
R_7VPTK6CXhaCkHDj,extreme_middle,A'B'C',p,1,0.627906977
R_1eJC63DTf8hHaJs,extreme_middle,A'B'C',p,1,1
R_1dMKTXIuttYDcob,extreme_beginning,A'B'C',p,1,1
R_4JFu2mU11rtivuh,extreme_middle,A'B'C',p,1,0.72972973
R_2bN2ZPg1yl1bIB1,control,A'B'C',p,1,1
R_2UhNbsX9zLbv3JV,extreme_beginning,A'B'C',p,1,0.84057971
R_1nT2M48KDb8nqcT,extreme_middle,A'B'C',p,1,0.836065574
R_2ZPkWO50Esiyeif,control,A'B'C',p,0,0.490196078
R_6u2eaAQ2SwTSvId,extreme_middle,A'B'C',p,1,0
R_2Se7fKasABAXkw8,extreme_beginning,A'B'C',p,1,0.734375
R_5pcfzHjojppLwhr,extreme_middle,A'B'C',p,1,0.9375
R_eahYTzvPVffQ0SJ,extreme_beginning,A'B'C',p,1,0
R_2XmtNW3ANAzKqDj,control,A'B'C',p,1,0.666666667
R_3qwhGVPCvnuVQ5k,extreme_beginning,A'B'C',p,1,0.378378378
R_swcSaFxgxMJHq9z,extreme_middle,A'B'C',p,1,0.333333333
R_TdqEFfrbPATiIJX,extreme_beginning,A'B'C',p,1,1
R_1ergwpMQk6FZdmC,control,A'B'C',p,1,0.675324675
R_1LAOe1yN7h5ZNf3,extreme_middle,A'B'C',p,1,1
R_1MKSXXMVur3q2yV,control,A'B'C',p,1,0
R_qJBa5CjHouEdxNT,extreme_middle,A'B'C',p,1,0.75
R_06QukWfQKdpskPT,extreme_beginning,A'B'C',p,1,0.79
R_yVGD6N4xSsUGrdL,extreme_middle,A'B'C',p,1,0.583333333
R_efJW6lrZm7qkgNP,control,A'B'C',p,1,0.538461538
R_1jeJAlcvufD0ruJ,extreme_beginning,A'B'C',p,1,0.972972973
R_2f2pW1CFRKjhweY,extreme_beginning,A'B'C',p,1,0.85
R_3G1gAeDzGiv99gO,extreme_middle,A'B'C',p,1,0.818181818
R_232aJHuQNiSyoHO,extreme_beginning,A'B'C',p,1,1
R_1KeCzALEISIsXP7,extreme_middle,A'B'C',p,1,1
R_1msgSuzBPsnDzqW,extreme_beginning,A'B'C',p,1,1
R_2q1qJ6Mkzl8OXXm,control,A'B'C',p,1,0.466666667
R_3EQfq5ekzye4VPg,control,A'B'C',p,1,0
R_u9TeaGqhwbPBCzT,extreme_beginning,A'B'C',p,1,0.888888889
R_2xyguiF80wpz1pB,extreme_middle,A'B'C',p,1,0.892857143
R_1meZHoIPLFilGQp,extreme_beginning,A'B'C',p,1,1
R_1WTJyy8TC23IHG9,extreme_middle,A'B'C',p,1,0.970588235
R_3r1eT19dNWZbrJX,extreme_middle,A'B'C',p,0,0.347826087
R_21mJsfQ0DKNDpRF,extreme_beginning,A'B'C',p,1,0
R_3KUYuhqOjg1gkba,extreme_middle,A'B'C',p,1,0.78
R_3j23PamcriDWW2y,extreme_middle,A'B'C',p,1,0
R_1JLLMSKUqfveBTB,extreme_middle,A'B'C',p,1,0.2
R_2Bo0fovkrFFzu4L,extreme_middle,A'B'C',p,1,0.37704918
R_3gZODwGxVWI9Yp3,control,A'B'C',p,1,1
R_1MTbK3Gpbf65M5N,extreme_beginning,A'B'C',p,1,0
R_Q6P2tUq7kCuaJXz,extreme_beginning,A'B'C',p,1,0.837837838
R_1Hjjhu0BZDcAetq,extreme_middle,A'B'C',p,1,0.884057971
R_87zxluygDJqkubL,extreme_beginning,A'B'C',p,1,0.788888889
R_1IBqB6oRhJd9plO,control,A'B'C',p,1,1
R_3jeUJoQWtRNIpy9,extreme_beginning,A'B'C',p,1,0.515151515
R_3eensGQIpV8ks9O,extreme_middle,A'B'C',p,1,0.530612245
R_3HHXuWa3aZ8iRRE,extreme_middle,A'B'C',p,1,1
R_3kdEb1fUltYTRi8,control,A'B'C',p,1,0.774193548
R_12xKRjBSCIt8i8V,extreme_middle,A'B'C',p,1,0.82
R_1irFuqDA2K0AT7S,extreme_beginning,A'B'C',p,1,0
R_2uV3QHONdb1jkb6,control,A'B'C',p,1,0.740740741
R_PAQ7h6HQbcIT9kJ,extreme_middle,A'B'C',p,1,1
R_2UhmcUq2xhQZ6jW,extreme_beginning,A'B'C',p,1,0.779220779
R_12yhq4mbJozIZAE,control,A'B'C',p,1,0
R_20UVJPef9p44Wja,extreme_beginning,A'B'C',p,1,1
R_3KDb7NmvoKPVrDJ,extreme_beginning,A'B'C',p,1,0.645833333
R_1Kr0o8uh5quDP2u,extreme_middle,A'B'C',p,1,0.878787879
R_ZaeFrw48MuYqHDz,extreme_middle,A'B'C',p,1,0.683333333
R_5pBabSWAPDgQXu1,extreme_beginning,A'B'C',p,1,0.045454545
R_7WgHdPfJv2jk8Eh,extreme_beginning,A'B'C',p,1,0.585365854
R_1LbeUQyn11h7KZI,control,A'B'C',p,1,0.788732394
R_10IpmRXEfPDGbP4,control,A'B'C',p,1,1
R_26myqnD2RcsuEX3,extreme_middle,A'B'C',p,1,0
R_1E4ETcfh1hRSHjw,extreme_beginning,A'B'C',p,1,0.405405405
R_2dyEyfcqtzTwqCS,extreme_middle,A'B'C',p,1,0.833333333
R_3m7F4twxazA0AoR,extreme_beginning,A'B'C',p,1,0.526315789
R_1fZV7l54ttGoEjT,extreme_beginning,A'B'C',p,1,0.289473684
R_3nTTrMO6UWYYfRd,control,A'B'C',p,1,0.467741935
R_2wMR3FP5Sdt5iGP,extreme_middle,A'B'C',p,1,0.666666667
R_ODvaSQStnhdxT2N,control,A'B'C',p,1,0.875
R_3h4mkNmd0vBd4hi,extreme_beginning,A'B'C',p,1,0.37037037
R_aVi1HbnEACTeaNH,extreme_middle,A'B'C',p,1,1
R_1NqUySx7bUtuOa8,control,A'B'C',p,1,1
R_3O8Q3PrzJO6dDZn,extreme_middle,A'B'C',p,1,1
R_UQiXshggVHWaTqp,extreme_beginning,A'B'C',p,1,0.416666667
R_1EQc2x2NRAU7d2V,extreme_beginning,A'B'C',p,1,0
R_3KUwLXZsjEFNQGc,extreme_middle,A'B'C',p,1,0.73
R_r39vf7IbOSG8VwJ,control,A'B'C',p,1,1
R_2THHaKPY2pspN9a,extreme_beginning,A'B'C',p,1,0.26984127
R_3kcBMYqh5L1PRrP,extreme_middle,A'B'C',p,1,0.090909091
R_2xJguYeVHnA7cpy,control,A'B'C',p,1,1
R_3qfEsZdvSIdUUJL,extreme_middle,A'B'C',p,1,0
R_2pRYddSni5mzomh,extreme_beginning,A'B'C',p,1,0.588235294
R_2R9OWnjG94tHmuB,extreme_middle,A'B'C',p,1,0.71875
R_2aWCa6XSPqQvbzU,extreme_beginning,A'B'C',p,1,0
R_1OUdJdvv6MyI3eQ,control,A'B'C',p,1,1
R_1FEAeJICnN1PFwy,extreme_middle,A'B'C',p,1,0.492307692
R_3sv7r2Azrarma2Y,extreme_middle,A'B'C',p,1,1
R_2BbXsi8mqCBqWKF,extreme_beginning,A'B'C',p,1,0.378378378
R_Z8mX7kqVgyth3EJ,extreme_middle,A'B'C',p,1,0.6875
R_1Gw3KISDNTW93qL,control,A'B'C',p,1,0.897959184
R_1DC5isy9Gs9bZTc,extreme_middle,A'B'C',p,0,1
R_3fwnu1b7sw2z8rq,extreme_beginning,A'B'C',p,1,0
R_2bW3vHOIhQ6MHBX,control,A'B'C',p,1,0
R_4GfA8fBXX4pDO2l,extreme_beginning,A'B'C',p,1,0.65
R_3GBBxWf8KIp87cN,extreme_middle,A'B'C',p,1,0.75
R_1kTjc6HhQ3XRj5u,extreme_beginning,A'B'C',p,1,0
R_1esBXcoD1GrYXov,extreme_beginning,A'B'C',p,1,0.75
R_2bJXrwW77FSRrue,control,A'B'C',p,1,1
R_2aRJbKRgiic5eDA,control,A'B'C',p,0,0
R_1DHULI7KiUivVeO,extreme_beginning,A'B'C',p,1,1
R_3XgQDNoFyaqGF7b,extreme_beginning,A'B'C',p,1,0.553191489
R_9MsIPEgXojIAHct,extreme_middle,A'B'C',p,1,0.737373737
R_2wTStqoEZkYk9EA,extreme_beginning,A'B'C',p,1,0.740740741
R_1cTaUGH3PvbWf5K,control,A'B'C',p,1,0.405405405
R_rrI6KdCTGu2upQ5,extreme_middle,A'B'C',p,1,0.263157895
R_3iEeiwrtl6cnooZ,extreme_middle,A'B'C',p,1,0.757142857
R_3FLPOmxwiYhWKYm,extreme_beginning,A'B'C',p,1,0.526315789
R_3hlk5n8d9OAUjaV,extreme_beginning,A'B'C',p,1,1
R_2Ebm3yPCHMPFyF4,extreme_beginning,A'B'C',p,0,0.75
R_2dvaBZY83VXhly4,extreme_middle,A'B'C',p,1,0.454545455
R_1jq8JVIt44WkyJE,control,A'B'C',p,1,0.757142857
R_12Fo8IsEH6yVnI0,control,A'B'C',p,1,1
R_1cUMRJTtwgWvOjB,extreme_middle,A'B'C',p,1,0.8
R_3MuO5yN11CvpVQj,extreme_beginning,A'B'C',p,1,1
R_zYAdkSwABaF5VBL,extreme_beginning,A'B'C',p,1,0.5
R_3JaQi5ho0IoU3J9,extreme_middle,A'B'C',p,1,0.3125
R_2y1ViMGcSDQVebE,extreme_beginning,A'B'C',p,1,1
R_1Bp7c8pYjMjNV0B,extreme_middle,A'B'C',p,1,1
R_6ujlQgHsk3ct0wV,extreme_beginning,A'B'C',p,1,1
R_Rtvkzr7H4vOBGOl,extreme_beginning,A'B'C',p,1,0.405405405
R_22D1AIBWDXMpcWJ,extreme_beginning,A'B'C',p,1,0.911764706
R_1GNuRnhwxaQNVoG,extreme_middle,A'B'C',p,1,0.54
R_1JUxV7Uyh6g8OPj,extreme_middle,A'B'C',p,1,0
R_V4jQGf38sGpcoO5,extreme_middle,A'B'C',p,1,0.714285714
R_12Ga27HmrDxYLNS,extreme_beginning,A'B'C',p,1,0.489361702
R_1flPSw45cH8CnhU,extreme_middle,A'B'C',p,1,1
R_2fpvLuMujjX9Lkp,control,A'B'C',p,1,0.927272727
R_2zUzcddaDQfMThu,extreme_middle,A'B'C',p,1,0.285714286
R_3F4hvu2UzlXpPUW,extreme_beginning,A'B'C',p,1,0.633333333
R_ZwacFo8P2cwXIS5,extreme_middle,A'B'C',p,1,0
R_2RazpL28wSHnFkA,extreme_beginning,A'B'C',p,1,0.0625
R_2X0tCji3HMSSIZv,extreme_beginning,A'B'C',p,1,0.2
R_dmwxDDId9vJJ20x,control,A'B'C',p,1,1
R_08871c0xcUKCpEJ,extreme_middle,A'B'C',p,1,1
R_Y2ZEXyrbahkkyuB,extreme_beginning,A'B'C',p,1,1
R_1fZP66sxor6EhvJ,extreme_middle,A'B'C',p,1,1
R_1NkqSzdtDc6w6NJ,extreme_beginning,A'B'C',p,1,0.907407407
R_p4ufO27aSNJdPMZ,extreme_middle,A'B'C',p,1,1
R_3dDGywl7W8AZOfm,extreme_middle,A'B'C',p,1,0.8
R_3DjqYPZdzryQktG,control,A'B'C',p,1,0.589285714
R_2PtGmoMwW1aM1Lb,extreme_beginning,A'B'C',p,1,0.258064516
R_RboI5615VURlmb7,control,A'B'C',p,1,0
R_vleGDbFAhsBz8OZ,extreme_middle,A'B'C',p,1,0.378378378
R_2f8KYp6KmTPd5ZH,extreme_beginning,A'B'C',p,1,1
R_2BbA7jo8IJdPEcI,extreme_middle,A'B'C',p,1,0.708333333
R_3KrvFlAlbApwRul,extreme_beginning,A'B'C',p,1,0.73
R_2t6i0fxaM6BGTJV,extreme_middle,A'B'C',p,1,0.565217391
R_2cth9TMZZEiEcB2,extreme_beginning,A'B'C',p,1,0.866666667
R_33C3dtuOPCt1y4B,extreme_middle,A'B'C',p,1,0.886792453
R_1kFB24JmqeZtmkW,extreme_beginning,A'B'C',p,1,0
R_1eDn5iJQq9gcecz,control,A'B'C',p,1,0.849056604
R_31bxKZ2s3Q2Ire0,extreme_middle,A'B'C',p,1,0.310344828
R_115922OOE2NtOc6,extreme_beginning,A'B'C',p,1,0.944444444
R_2ePZ5v1BJwU99nq,extreme_beginning,A'B'C',p,0,0.405405405
R_rjoxQ1HPFSj7u49,extreme_middle,A'B'C',p,1,0.446808511
R_2rBgSKf1EXJVmpN,control,A'B'C',p,1,0.214285714
R_1PemwnzOpBD4rgw,extreme_middle,A'B'C',p,1,0
R_1jAL8OBPmuXuZ1O,extreme_beginning,A'B'C',p,1,0
R_1LiXlWUE8O5wniN,control,A'B'C',p,1,0.333333333
R_2aP0txvbRjpK6LE,extreme_middle,A'B'C',p,1,1
R_2fBZNjfoGe1pYep,control,A'B'C',p,1,0.6
R_RC6zyQWFmnlUupX,extreme_beginning,A'B'C',p,1,0.9
R_SAY92XgrT3duS7D,extreme_middle,A'B'C',p,1,0.647058824
R_3nl5bHZrCj9fnol,extreme_middle,A'B'C',p,1,0.595238095
R_1kTAE1CCDW1zk9I,extreme_beginning,A'B'C',p,1,0.454545455
R_2CPJL1MKUZWoqmT,extreme_beginning,A'B'C',p,1,0.84375
R_12SijG3sohMsGLN,extreme_middle,A'B'C',p,1,0.923076923
R_3ptKeBigOJrxIoi,extreme_middle,A'B'C',p,1,0.934782609
R_1eXZyz8yQABnqM2,control,A'B'C',p,1,0.931034483
R_1LHGgZDcm4GUMa6,extreme_beginning,A'B'C',p,1,0.833333333
R_3iILvp8hyMG29Uo,extreme_beginning,A'B'C',p,1,0.855555556
R_VPz9IuygCg123N7,extreme_beginning,A'B'C',p,1,0.25
R_1rAISPUBdXPpNzR,extreme_middle,A'B'C',p,0,0.790697674
R_3dSQsPe5eTYxmVR,control,A'B'C',p,1,0
R_2azU06Q49wxS2XV,extreme_middle,A'B'C',p,1,0.722222222
R_1JIRjgAqwX3OhGf,extreme_beginning,A'B'C',p,1,0
R_3hmRb0WvZwQgmsv,extreme_beginning,A'B'C',p,1,0.763636364
R_2UViJAUEbyaZ6Wp,control,A'B'C',p,1,0.56097561
R_2E0L3aVGjT8Yx3q,extreme_beginning,A'B'C',p,1,0
R_1l4WYOYoq8CFprF,control,A'B'C',p,1,0.927272727
R_1QmzzOdCuki2LFC,extreme_middle,A'B'C',p,1,0.75
R_1OoxpaLpeTpMmKI,extreme_middle,A'B'C',p,1,0.814285714
R_A0uec2hntQgSlmV,extreme_beginning,A'B'C',p,1,1
R_AmQOTiViZ31OZ4B,extreme_beginning,A'B'C',p,1,0.589041096
R_3elu6faNRM2M04c,control,A'B'C',p,1,0.740740741
R_3FXuLN1xTt6cXeh,extreme_beginning,A'B'C',p,1,0.571428571
R_ZpIMowiEXUxIRpv,extreme_beginning,A'B'C',p,1,0.666666667
R_R4zSs0Ksq5RRtXH,extreme_middle,A'B'C',p,1,1
R_2fxnC7VwrpAYGlH,control,A'B'C',p,1,0.43
R_2aazcAyTuU1Dzap,extreme_middle,A'B'C',p,1,1
R_3peSzdYRWmiARYz,extreme_middle,A'B'C',p,1,0.9
R_2aM6kv53ztbpXyw,control,A'B'C',p,0,0.405405405
R_3ebkSHwcSRnt4Kz,extreme_middle,A'B'C',p,1,0.714285714
R_3D0hfstFhexVPfX,extreme_beginning,A'B'C',p,1,0.72
R_3rM7SsBKKknMRPK,extreme_middle,A'B'C',p,0,1
R_QmR5MNwlTaRNQIN,extreme_beginning,A'B'C',p,1,0.953488372
R_O74IFS2VSY716Lf,control,A'B'C',p,1,0.714285714
R_bHKEU6zXZR4m2YN,extreme_middle,A'B'C',p,1,0.405405405
R_1Cvel0pKdHpF6cI,extreme_beginning,A'B'C',p,1,0.584415584
R_yOMFo3nSPkKNp1T,extreme_beginning,A'B'C',p,1,0.767123288
R_3OePP9sLwTMxYfO,extreme_middle,A'B'C',p,1,0.638888889
R_1cSyWcDg7YmXYL8,extreme_middle,A'B'C',p,1,0.875
R_zcGf4NDpkdtwmCR,extreme_beginning,A'B'C',p,1,0
R_20uprynKWoZhQVb,control,A'B'C',p,1,0.698630137
R_2dFx1VrKSccIlOF,extreme_middle,A'B'C',p,1,0.929411765
R_3noyWd6q3ziZZ0i,control,A'B'C',p,1,1
R_11ZaSthoaP2jbDu,extreme_beginning,A'B'C',p,1,1
R_3Mb31cweGMJLsxL,extreme_beginning,A'B'C',p,1,1
R_3OlyTgfgAIsEYaF,extreme_middle,A'B'C',p,1,0
R_2txredQQ8v4QKNn,control,A'B'C',p,1,0
R_2EzTlfNcmkFV0rP,extreme_beginning,A'B'C',p,1,0.697674419
R_27xkKk0jmTopkXs,extreme_beginning,A'B'C',p,1,0.857142857
R_ApnOdjKL0EY5UD7,extreme_middle,A'B'C',p,1,1
R_PYEXvce2zz1Vuud,extreme_middle,A'B'C',p,1,0.378378378
R_2Eu8zwJvTENiCes,extreme_beginning,A'B'C',p,1,0.230769231
R_3ptpQqAilIWLKNV,control,A'B'C',p,1,1
R_3nwP1wDUUC5PJRk,extreme_middle,A'B'C',p,1,0.666666667
R_2qaO5WBJH8QdzPR,extreme_beginning,A'B'C',p,1,1
R_paVvs3seDUerjP3,extreme_beginning,A'B'C',p,1,0
R_1ovS0lSfi8HGwcx,extreme_middle,A'B'C',p,1,0
R_2dKHqgYD3IC4jaE,extreme_middle,A'B'C',p,1,0.888888889
R_uyoStRhD1luL1Zv,extreme_beginning,A'B'C',p,1,0.384615385
R_1FG9ipFbPTm5L2N,control,A'B'C',p,1,0.857142857
R_27DrEAOAsYZGycK,control,A'B'C',p,1,0.842857143
R_sX901zkz5coDeQp,extreme_middle,A'B'C',p,1,1
R_DOHrR5pngZv0jT3,extreme_beginning,A'B'C',p,1,0.673469388
R_1NrG4QDITrefyxv,extreme_beginning,A'B'C',p,1,0.593406593
R_QaiDsq66bGVWi7T,extreme_middle,A'B'C',p,1,0.735849057
R_4PImmdaPRuCyIyR,control,A'B'C',p,1,0.571428571
R_1IauLGKI4jN9Lke,extreme_middle,A'B'C',p,1,1
R_2dK2A3ebPmV3UnA,extreme_beginning,A'B'C',p,1,1
R_2aRf9RaDEhf0sdj,extreme_middle,A'B'C',p,1,0.78125
R_2Tt4UmRYC2DeiGA,extreme_middle,A'B'C',t,1,0.961538462
R_3HNCLqLgHOTkhhd,extreme_middle,A'B'C',t,1,1
R_3RgzTdyzaJluNA7,control,A'B'C',t,0,0.575757576
R_3Huhr9Q6UbLUJnJ,extreme_middle,A'B'C',t,1,0.858974359
R_3gZQbfiVTy1cFcN,extreme_beginning,A'B'C',t,0,0.333333333
R_e3wh0NPn76KrjUd,extreme_middle,A'B'C',t,1,0.8
R_2sbgtLKMIC2T2JO,extreme_beginning,A'B'C',t,0,0
R_7PRt7mv5qEtrBAJ,extreme_beginning,A'B'C',t,1,0.142857143
R_3fvOw96tU43FlRF,extreme_middle,A'B'C',t,0,0
R_rkJFSGrgZRKCFTH,control,A'B'C',t,1,0
R_3L5YHoCTMVypN2X,extreme_beginning,A'B'C',t,1,0.730769231
R_263JpBwziezskEU,extreme_middle,A'B'C',t,1,0.96
R_Dxi0WKTJ7g2sY01,extreme_beginning,A'B'C',t,1,0.806451613
R_2gd5KUj8aNp0AZH,extreme_beginning,A'B'C',t,1,0.888888889
R_7WE5NNzlHqT2yat,control,A'B'C',t,1,0.846153846
R_pPOWRQCDvRbQ8nf,extreme_middle,A'B'C',t,1,0.762711864
R_2fg4lIg4GL1pM0n,extreme_beginning,A'B'C',t,1,0.922077922
R_3rIBQPznLznDeQO,extreme_middle,A'B'C',t,1,0.7
R_3JaQ6n35N00570k,extreme_beginning,A'B'C',t,0,0.166666667
R_3JDeXMLNKb2uzzY,extreme_middle,A'B'C',t,1,1
R_3KpdkBoOVav79dF,control,A'B'C',t,1,0
R_1i3xPSyUPUMfzrM,extreme_middle,A'B'C',t,0,0.393939394
R_1GxDJh87Iqp022N,extreme_middle,A'B'C',t,0,1
R_1pRUIRay523xpd5,extreme_beginning,A'B'C',t,1,0.333333333
R_1IK1y0XW6oAyMRm,extreme_beginning,A'B'C',t,1,1
R_31voShjqNlH5WRA,extreme_beginning,A'B'C',t,1,0.6
